Area,Year,ghg_emissions
Albania,1961,17157.9915
Albania,1962,17495.627
Albania,1963,16941.2131
Albania,1964,16995.5552
Albania,1965,18213.0337
Albania,1966,18685.5982
Albania,1967,19213.0872
Albania,1968,19045.825100000002
Albania,1969,18887.946
Albania,1970,19530.6473
Albania,1971,19940.0262
Albania,1972,21114.9006
Albania,1973,21107.017499999998
Albania,1974,20785.734
Albania,1975,21034.614700000002
Albania,1976,22689.895099999998
Albania,1977,24399.3485
Albania,1978,27067.7945
Albania,1979,28858.5216
Albania,1980,26954.5292
Albania,1981,29666.952400000002
Albania,1982,29687.8781
Albania,1983,30416.5792
Albania,1984,30789.846999999998
Albania,1985,30140.8128
Albania,1986,31128.369599999998
Albania,1987,31381.6133
Albania,1988,32399.1652
Albania,1989,34983.9535
Albania,1990,134580.3026
Albania,1991,119414.84760000001
Albania,1992,97799.7178
Albania,1993,99851.7302
Albania,1994,115077.3974
Albania,1995,117293.7705
Albania,1996,110782.4895
Albania,1997,101386.7916
Albania,1998,100902.90849999999
Albania,1999,110178.3444
Albania,2000,123228.9829
Albania,2001,110070.6398
Albania,2002,114319.2113
Albania,2003,116338.972
Albania,2004,115533.5986
Albania,2005,114783.22899999999
Albania,2006,112537.65669999999
Albania,2007,108274.387
Albania,2008,105336.94
Albania,2009,101644.5489
Albania,2010,97418.189
Albania,2011,103550.4613
Albania,2012,101002.5461
Albania,2013,104061.56270000001
Albania,2014,110591.7476
Albania,2015,103366.9699
Albania,2016,108561.345
Albania,2017,112301.5162
Albania,2018,107329.4011
Albania,2019,104360.775
Albania,2020,99530.2258
Albania,2021,96863.834
Albania,2022,95857.9985
Albania,2030,16046.3528
Albania,2050,16054.779900000001
Austria,1961,98544.8542
Austria,1962,102161.1849
Austria,1963,104774.00720000001
Austria,1964,104962.1106
Austria,1965,105022.4355
Austria,1966,106568.8972
Austria,1967,109081.0337
Austria,1968,111915.6766
Austria,1969,113809.7651
Austria,1970,119596.4641
Austria,1971,122601.6379
Austria,1972,125935.6333
Austria,1973,130364.68539999999
Austria,1974,129061.0773
Austria,1975,125058.7644
Austria,1976,129992.3161
Austria,1977,127592.6357
Austria,1978,130103.55059999999
Austria,1979,135487.2217
Austria,1980,125494.1539
Austria,1981,127788.8769
Austria,1982,125843.702
Austria,1983,124908.7108
Austria,1984,129413.86290000001
Austria,1985,130409.9253
Austria,1986,127685.5729
Austria,1987,130397.37849999999
Austria,1988,126280.5173
Austria,1989,124130.9361
Austria,1990,570193.5592
Austria,1991,572792.4588
Austria,1992,547058.6495
Austria,1993,540596.5741
Austria,1994,540406.9554
Austria,1995,547529.8593
Austria,1996,582612.0033
Austria,1997,545179.927
Austria,1998,552653.1923
Austria,1999,525068.4617
Austria,2000,535020.0426
Austria,2001,598867.4649
Austria,2002,630114.4768000001
Austria,2003,698832.7046
Austria,2004,670374.4051
Austria,2005,674328.9311
Austria,2006,684144.7101
Austria,2007,664835.926
Austria,2008,672166.6736
Austria,2009,615593.7156
Austria,2010,649220.7547
Austria,2011,628344.2394
Austria,2012,603354.7997
Austria,2013,609412.6651
Austria,2014,587339.8465
Austria,2015,603296.5921
Austria,2016,607468.8966999999
Austria,2017,621613.735
Austria,2018,600847.6861
Austria,2019,605947.7274
Austria,2020,576726.8326
Austria,2021,570676.5926
Austria,2022,550125.7663
Austria,2030,30686.8821
Austria,2050,28966.8246
Belarus,1992,1425861.4953
Belarus,1993,1331363.129
Belarus,1994,1179985.9001
Belarus,1995,1124791.175
Belarus,1996,1116415.959
Belarus,1997,1112080.6495
Belarus,1998,1110094.6158
Belarus,1999,1064773.1713
Belarus,2000,1032961.0527
Belarus,2001,1069813.5727
Belarus,2002,1061995.5471
Belarus,2003,1081599.025
Belarus,2004,1101661.148
Belarus,2005,1110285.5656
Belarus,2006,1134279.3246
Belarus,2007,1111709.5985
Belarus,2008,1147142.313
Belarus,2009,1115791.758
Belarus,2010,1127829.1614
Belarus,2011,1322010.3472
Belarus,2012,1330139.2041
Belarus,2013,1334360.8752
Belarus,2014,1333587.8799
Belarus,2015,1305941.8966
Belarus,2016,1244184.881
Belarus,2017,1283018.2704
Belarus,2018,1291294.1529
Belarus,2019,1299042.2368
Belarus,2020,1345211.1751
Belarus,2021,1356996.4674
Belarus,2022,1344828.3079
Belarus,2030,66451.586
Belarus,2050,65631.5107
Belgium,2000,1134908.273
Belgium,2001,1123412.1325
Belgium,2002,1090972.3947
Belgium,2003,1134306.883
Belgium,2004,1124391.3694
Belgium,2005,1104837.4832
Belgium,2006,1080107.6238
Belgium,2007,1051151.0985
Belgium,2008,1061423.1369
Belgium,2009,1047414.5529
Belgium,2010,1105029.8189
Belgium,2011,1057788.8784
Belgium,2012,1025394.9796
Belgium,2013,1037978.3401
Belgium,2014,1007081.1679
Belgium,2015,1034120.912
Belgium,2016,1007746.9291000001
Belgium,2017,1003307.355
Belgium,2018,1021782.6325000001
Belgium,2019,1022783.5792
Belgium,2020,962395.2894
Belgium,2021,972170.7342000001
Belgium,2022,921936.2852
Belgium,2030,40082.1577
Belgium,2050,37957.6811
Belgium-Luxembourg,1961,177884.6723
Belgium-Luxembourg,1962,187743.47569999998
Belgium-Luxembourg,1963,196033.4515
Belgium-Luxembourg,1964,189060.9445
Belgium-Luxembourg,1965,192820.0703
Belgium-Luxembourg,1966,193470.9014
Belgium-Luxembourg,1967,196772.8059
Belgium-Luxembourg,1968,209876.9566
Belgium-Luxembourg,1969,217592.8579
Belgium-Luxembourg,1970,225078.2475
Belgium-Luxembourg,1971,218416.58949999997
Belgium-Luxembourg,1972,227889.6182
Belgium-Luxembourg,1973,238813.3637
Belgium-Luxembourg,1974,239390.5985
Belgium-Luxembourg,1975,221176.3576
Belgium-Luxembourg,1976,229194.35570000001
Belgium-Luxembourg,1977,223676.59500000003
Belgium-Luxembourg,1978,233571.29549999998
Belgium-Luxembourg,1979,240944.505
Belgium-Luxembourg,1980,234551.15999999997
Belgium-Luxembourg,1981,220790.5028
Belgium-Luxembourg,1982,212814.8055
Belgium-Luxembourg,1983,197033.7853
Belgium-Luxembourg,1984,203167.9899
Belgium-Luxembourg,1985,201891.306
Belgium-Luxembourg,1986,199023.28639999998
Belgium-Luxembourg,1987,199360.5971
Belgium-Luxembourg,1988,196393.2938
Belgium-Luxembourg,1989,204056.0539
Belgium-Luxembourg,1990,1037254.4419
Belgium-Luxembourg,1991,1067486.8886
Belgium-Luxembourg,1992,1066753.7913
Belgium-Luxembourg,1993,1041936.9545
Belgium-Luxembourg,1994,1083432.9252
Belgium-Luxembourg,1995,1080060.0219999999
Belgium-Luxembourg,1996,1117336.5712000001
Belgium-Luxembourg,1997,1090125.8277
Belgium-Luxembourg,1998,1112932.0093999999
Belgium-Luxembourg,1999,1089238.7548
Bosnia and Herzegovina,1992,188717.15899999999
Bosnia and Herzegovina,1993,160853.4912
Bosnia and Herzegovina,1994,86334.2353
Bosnia and Herzegovina,1995,81091.4499
Bosnia and Herzegovina,1996,83567.899
Bosnia and Herzegovina,1997,122950.3399
Bosnia and Herzegovina,1998,146741.3769
Bosnia and Herzegovina,1999,153022.5546
Bosnia and Herzegovina,2000,179103.0938
Bosnia and Herzegovina,2001,149547.93170000002
Bosnia and Herzegovina,2002,166749.6252
Bosnia and Herzegovina,2003,170588.61239999998
Bosnia and Herzegovina,2004,186445.4926
Bosnia and Herzegovina,2005,191802.4975
Bosnia and Herzegovina,2006,204944.717
Bosnia and Herzegovina,2007,206999.9697
Bosnia and Herzegovina,2008,222126.8683
Bosnia and Herzegovina,2009,226497.6668
Bosnia and Herzegovina,2010,231046.3711
Bosnia and Herzegovina,2011,221728.887
Bosnia and Herzegovina,2012,211078.0664
Bosnia and Herzegovina,2013,202474.91019999998
Bosnia and Herzegovina,2014,192010.5956
Bosnia and Herzegovina,2015,191073.5404
Bosnia and Herzegovina,2016,226348.52850000001
Bosnia and Herzegovina,2017,230352.2046
Bosnia and Herzegovina,2018,229017.744
Bosnia and Herzegovina,2019,215246.91879999998
Bosnia and Herzegovina,2020,218509.11860000002
Bosnia and Herzegovina,2021,214436.9299
Bosnia and Herzegovina,2022,218615.3352
Bosnia and Herzegovina,2030,11568.161
Bosnia and Herzegovina,2050,11630.8876
Bulgaria,1961,91319.3594
Bulgaria,1962,99483.2404
Bulgaria,1963,103103.9094
Bulgaria,1964,114333.9477
Bulgaria,1965,121798.32119999999
Bulgaria,1966,126163.4803
Bulgaria,1967,132288.76380000002
Bulgaria,1968,138434.5979
Bulgaria,1969,143188.5487
Bulgaria,1970,137122.8665
Bulgaria,1971,139789.86609999998
Bulgaria,1972,146148.113
Bulgaria,1973,147328.6818
Bulgaria,1974,149307.2692
Bulgaria,1975,157156.515
Bulgaria,1976,159824.219
Bulgaria,1977,162528.0306
Bulgaria,1978,169615.39489999998
Bulgaria,1979,170216.8272
Bulgaria,1980,171394.0723
Bulgaria,1981,177437.43099999998
Bulgaria,1982,189931.6442
Bulgaria,1983,189900.3887
Bulgaria,1984,184910.076
Bulgaria,1985,184343.4308
Bulgaria,1986,184348.8429
Bulgaria,1987,182326.1352
Bulgaria,1988,179883.1384
Bulgaria,1989,176380.5772
Bulgaria,1990,662974.6532000001
Bulgaria,1991,538324.7632
Bulgaria,1992,480817.5502
Bulgaria,1993,527786.1543
Bulgaria,1994,410375.0641
Bulgaria,1995,398684.1508
Bulgaria,1996,377961.31299999997
Bulgaria,1997,340829.0254
Bulgaria,1998,316858.6818
Bulgaria,1999,284077.8169
Bulgaria,2000,272682.1176
Bulgaria,2001,291155.8701
Bulgaria,2002,282156.4971
Bulgaria,2003,308367.7447
Bulgaria,2004,300587.2002
Bulgaria,2005,296427.0743
Bulgaria,2006,299712.6064
Bulgaria,2007,328377.2841
Bulgaria,2008,315874.1133
Bulgaria,2009,262282.6181
Bulgaria,2010,273463.9445
Bulgaria,2011,404234.7104
Bulgaria,2012,359098.5112
Bulgaria,2013,334406.12059999997
Bulgaria,2014,349083.5973
Bulgaria,2015,380836.9509
Bulgaria,2016,210661.45679999999
Bulgaria,2017,229638.1397
Bulgaria,2018,206538.5872
Bulgaria,2019,195687.1035
Bulgaria,2020,188844.3951
Bulgaria,2021,218052.56869999997
Bulgaria,2022,200202.3259
Bulgaria,2030,18347.8342
Bulgaria,2050,17637.6494
Croatia,1992,197391.7266
Croatia,1993,189227.4641
Croatia,1994,183611.9014
Croatia,1995,183158.2897
Croatia,1996,182388.4506
Croatia,1997,204989.7715
Croatia,1998,202470.8425
Croatia,1999,205690.90850000002
Croatia,2000,205279.3709
Croatia,2001,210971.2217
Croatia,2002,221273.3998
Croatia,2003,229681.5585
Croatia,2004,239601.8449
Croatia,2005,237137.5084
Croatia,2006,248478.048
Croatia,2007,262619.001
Croatia,2008,257930.5496
Croatia,2009,222973.85929999998
Croatia,2010,221541.0723
Croatia,2011,220267.8921
Croatia,2012,202169.96
Croatia,2013,195727.8887
Croatia,2014,192368.5757
Croatia,2015,199628.644
Croatia,2016,179085.1866
Croatia,2017,188746.7486
Croatia,2018,174402.37529999999
Croatia,2019,176619.4792
Croatia,2020,178916.6984
Croatia,2021,183641.474
Croatia,2022,180305.8294
Croatia,2030,16275.767100000001
Croatia,2050,16521.2046
Czechia,1993,1121377.8270999999
Czechia,1994,1075642.8651
Czechia,1995,1063625.8942
Czechia,1996,1065312.6276
Czechia,1997,1055771.9671
Czechia,1998,1012970.71
Czechia,1999,943942.2373
Czechia,2000,1020962.0646
Czechia,2001,1053466.4949
Czechia,2002,998546.9768
Czechia,2003,1014821.6361
Czechia,2004,989256.1833
Czechia,2005,999333.9783000001
Czechia,2006,1023361.7834000001
Czechia,2007,1039465.0335
Czechia,2008,989630.2228000001
Czechia,2009,914876.4839999999
Czechia,2010,952616.3973000001
Czechia,2011,952995.7664
Czechia,2012,928275.6248
Czechia,2013,916160.681
Czechia,2014,891692.2815
Czechia,2015,921188.96
Czechia,2016,924612.0252
Czechia,2017,924650.1063
Czechia,2018,935931.9095
Czechia,2019,936412.4786
Czechia,2020,852053.6094
Czechia,2021,822787.1610000001
Czechia,2022,817973.2073
Czechia,2030,24575.7941
Czechia,2050,23477.3283
Czechoslovakia,1961,271282.6314
Czechoslovakia,1962,284352.3754
Czechoslovakia,1963,292793.8335
Czechoslovakia,1964,301263.3216
Czechoslovakia,1965,296496.7371
Czechoslovakia,1966,295475.8828
Czechoslovakia,1967,295616.5892
Czechoslovakia,1968,307357.0641
Czechoslovakia,1969,317519.0794
Czechoslovakia,1970,347618.72359999997
Czechoslovakia,1971,360713.063
Czechoslovakia,1972,366700.7188
Czechoslovakia,1973,370217.4031
Czechoslovakia,1974,360238.8887
Czechoslovakia,1975,371969.68720000004
Czechoslovakia,1976,383400.8589
Czechoslovakia,1977,394530.8495
Czechoslovakia,1978,398671.1325
Czechoslovakia,1979,394175.6202
Czechoslovakia,1980,399210.63039999997
Czechoslovakia,1981,394607.5029
Czechoslovakia,1982,392961.7012
Czechoslovakia,1983,394331.32060000004
Czechoslovakia,1984,405617.22140000004
Czechoslovakia,1985,397625.2015
Czechoslovakia,1986,394776.1334
Czechoslovakia,1987,389555.9387
Czechoslovakia,1988,387322.16949999996
Czechoslovakia,1989,377723.0714
Czechoslovakia,1990,1783493.0695
Czechoslovakia,1991,1595970.2566
Czechoslovakia,1992,1450544.5551
Denmark,1961,128087.84240000001
Denmark,1962,132285.4612
Denmark,1963,133782.5614
Denmark,1964,136898.24469999998
Denmark,1965,141015.3785
Denmark,1966,147361.3892
Denmark,1967,146414.651
Denmark,1968,148313.2142
Denmark,1969,153416.9938
Denmark,1970,152657.1585
Denmark,1971,147064.7922
Denmark,1972,152551.1936
Denmark,1973,155521.5457
Denmark,1974,149767.2461
Denmark,1975,150688.4857
Denmark,1976,155642.6658
Denmark,1977,160080.0106
Denmark,1978,160608.0117
Denmark,1979,163615.4526
Denmark,1980,159219.91939999998
Denmark,1981,149411.2267
Denmark,1982,150355.6703
Denmark,1983,147128.0229
Denmark,1984,144995.0559
Denmark,1985,150702.7104
Denmark,1986,147577.5362
Denmark,1987,143865.5326
Denmark,1988,139369.0244
Denmark,1989,133921.1665
Denmark,1990,777555.2118
Denmark,1991,838197.4941
Denmark,1992,795970.66
Denmark,1993,810804.396
Denmark,1994,827378.503
Denmark,1995,800394.8398
Denmark,1996,889930.8896
Denmark,1997,820729.0168
Denmark,1998,804069.537
Denmark,1999,767460.9199
Denmark,2000,744257.2128
Denmark,2001,752902.8394
Denmark,2002,741577.2069
Denmark,2003,764813.2579
Denmark,2004,714706.0560999999
Denmark,2005,689628.1898
Denmark,2006,738058.2124
Denmark,2007,761049.8568
Denmark,2008,684044.2738
Denmark,2009,653265.2998
Denmark,2010,661189.9526
Denmark,2011,604858.0644
Denmark,2012,571381.6241
Denmark,2013,581588.2867
Denmark,2014,552824.3427
Denmark,2015,534409.6403
Denmark,2016,586225.4309
Denmark,2017,575035.7652
Denmark,2018,579402.7486
Denmark,2019,549688.6123
Denmark,2020,530688.1914
Denmark,2021,483219.3122
Denmark,2022,478604.5445
Denmark,2030,42110.528399999996
Denmark,2050,40546.5539
Estonia,1992,281380.9919
Estonia,1993,242261.301
Estonia,1994,239192.4539
Estonia,1995,215340.5768
Estonia,1996,217686.9708
Estonia,1997,210371.7683
Estonia,1998,200845.8898
Estonia,1999,192386.5252
Estonia,2000,193468.7665
Estonia,2001,199370.66019999998
Estonia,2002,193753.0059
Estonia,2003,201638.7721
Estonia,2004,212849.4637
Estonia,2005,225176.3887
Estonia,2006,215091.482
Estonia,2007,235814.7151
Estonia,2008,226109.0193
Estonia,2009,202614.9316
Estonia,2010,229947.6221
Estonia,2011,192412.0345
Estonia,2012,193396.7296
Estonia,2013,210709.4417
Estonia,2014,214605.68029999998
Estonia,2015,208072.54489999998
Estonia,2016,263721.1573
Estonia,2017,272522.8984
Estonia,2018,298351.7054
Estonia,2019,256356.04940000002
Estonia,2020,231936.4833
Estonia,2021,227663.19939999998
Estonia,2022,228953.6699
Estonia,2030,4513.0055
Estonia,2050,4254.5166
Faroe Islands,1961,147.3971
Faroe Islands,1962,148.8145
Faroe Islands,1963,141.4562
Faroe Islands,1964,146.7683
Faroe Islands,1965,148.8832
Faroe Islands,1966,151.6941
Faroe Islands,1967,148.6259
Faroe Islands,1968,148.17409999999998
Faroe Islands,1969,145.4535
Faroe Islands,1970,148.7627
Faroe Islands,1971,140.5572
Faroe Islands,1972,147.2072
Faroe Islands,1973,146.9279
Faroe Islands,1974,146.195
Faroe Islands,1975,144.4635
Faroe Islands,1976,152.574
Faroe Islands,1977,153.1797
Faroe Islands,1978,152.7297
Faroe Islands,1979,146.0769
Faroe Islands,1980,143.9835
Faroe Islands,1981,140.679
Faroe Islands,1982,138.37630000000001
Faroe Islands,1983,139.2051
Faroe Islands,1984,139.794
Faroe Islands,1985,139.8111
Faroe Islands,1986,139.1196
Faroe Islands,1987,142.2904
Faroe Islands,1988,143.0692
Faroe Islands,1989,143.0692
Faroe Islands,1990,7673.317
Faroe Islands,1991,7552.8848
Faroe Islands,1992,7522.528
Faroe Islands,1993,7216.8148
Faroe Islands,1994,7379.4262
Faroe Islands,1995,7280.6623
Faroe Islands,1996,7413.4919
Faroe Islands,1997,7300.0446999999995
Faroe Islands,1998,7348.7092
Faroe Islands,1999,7335.9539
Faroe Islands,2000,7654.2747
Faroe Islands,2001,8118.2409
Faroe Islands,2002,7865.862099999999
Faroe Islands,2003,7783.8961
Faroe Islands,2004,7972.5472
Faroe Islands,2005,7873.2324
Faroe Islands,2006,7568.2695
Faroe Islands,2007,7554.1558
Faroe Islands,2008,7064.4016
Faroe Islands,2009,6912.8005
Faroe Islands,2010,7261.0024
Faroe Islands,2011,6959.8951
Faroe Islands,2012,7217.4068
Faroe Islands,2013,7575.3275
Faroe Islands,2014,7520.6944
Faroe Islands,2015,7703.6461
Faroe Islands,2016,7578.7351
Faroe Islands,2017,8153.105
Faroe Islands,2018,8199.9642
Faroe Islands,2019,7881.8786
Faroe Islands,2020,7793.8722
Faroe Islands,2021,8086.9751
Faroe Islands,2022,8071.6338
Faroe Islands,2030,96.181
Faroe Islands,2050,100.2347
Finland,1961,70452.3988
Finland,1962,74220.9437
Finland,1963,78039.82269999999
Finland,1964,81776.5083
Finland,1965,82372.3028
Finland,1966,85991.4968
Finland,1967,84613.844
Finland,1968,90029.6729
Finland,1969,92760.27040000001
Finland,1970,94580.58410000001
Finland,1971,94776.432
Finland,1972,97738.2662
Finland,1973,104812.669
Finland,1974,102778.196
Finland,1975,99279.1806
Finland,1976,102490.3468
Finland,1977,100406.4914
Finland,1978,103114.79740000001
Finland,1979,105627.00020000001
Finland,1980,109604.7312
Finland,1981,101540.5725
Finland,1982,93999.58080000001
Finland,1983,91046.1466
Finland,1984,90051.0154
Finland,1985,97185.5824
Finland,1986,100547.2202
Finland,1987,103959.9176
Finland,1988,96453.0375
Finland,1989,97057.8881
Finland,1990,504490.0121
Finland,1991,449332.58780000004
Finland,1992,424305.694
Finland,1993,450283.8094
Finland,1994,526519.5533
Finland,1995,495065.3137
Finland,1996,509780.0662
Finland,1997,529298.1296
Finland,1998,507318.0867
Finland,1999,506761.1309
Finland,2000,492877.7654
Finland,2001,766702.5658
Finland,2002,792541.5536
Finland,2003,847775.5137
Finland,2004,846100.9158
Finland,2005,738888.3248000001
Finland,2006,810901.229
Finland,2007,809254.2352
Finland,2008,739472.1856
Finland,2009,653480.1666
Finland,2010,776845.2609999999
Finland,2011,320964.5372
Finland,2012,269418.8324
Finland,2013,289636.6969
Finland,2014,275302.5908
Finland,2015,243805.9745
Finland,2016,692771.4445
Finland,2017,677927.1725
Finland,2018,719016.1823
Finland,2019,670227.5261
Finland,2020,666970.361
Finland,2021,689410.1604
Finland,2022,677469.6865
Finland,2030,17682.5953
Finland,2050,16801.4361
France,1961,801526.7596999999
France,1962,838793.6657
France,1963,872904.7096
France,1964,882267.8787
France,1965,894789.7426
France,1966,897426.5221
France,1967,942880.116
France,1968,968439.313
France,1969,990884.8661999999
France,1970,1029928.8751000001
France,1971,1060345.0665
France,1972,1085614.3204
France,1973,1148949.7195000001
France,1974,1135857.1994
France,1975,1090528.9497
France,1976,1157220.6833
France,1977,1129807.3984
France,1978,1162274.6846
France,1979,1197885.6661999999
France,1980,1176331.234
France,1981,1125027.3034
France,1982,1105651.6063
France,1983,1096934.4327
France,1984,1088192.3139
France,1985,1074351.1944
France,1986,1058895.998
France,1987,1027346.0236000001
France,1988,1010175.2749000001
France,1989,1028078.4395999999
France,1990,5054956.9017
France,1991,5241306.848
France,1992,5029477.5492
France,1993,4937323.4529
France,1994,4782861.4719
France,1995,4894531.3593
France,1996,5089145.9189
France,1997,4911847.7386
France,1998,5061707.6819
France,1999,5000387.8167
France,2000,5067825.8747000005
France,2001,4793890.2913
France,2002,4695230.2707
France,2003,4675806.1381
France,2004,4673548.7949
France,2005,4604028.5654
France,2006,4510645.1622
France,2007,4532224.6194
France,2008,4478585.1089
France,2009,4392634.701
France,2010,4448710.6339
France,2011,4396893.2608
France,2012,4375109.2681
France,2013,4338222.6031
France,2014,4162886.6057
France,2015,4247307.1009
France,2016,4209027.1851
France,2017,4257498.118
France,2018,4124591.0425
France,2019,4007300.6645
France,2020,3746740.8793
France,2021,3656199.6198
France,2022,3538832.5096
France,2030,310591.9887
France,2050,294769.5677
Germany,1961,1374993.2639000001
Germany,1962,1440872.8012
Germany,1963,1503172.476
Germany,1964,1528498.8994
Germany,1965,1527530.7415
Germany,1966,1528862.896
Germany,1967,1521224.057
Germany,1968,1577499.9536
Germany,1969,1652404.2367
Germany,1970,1634940.1088
Germany,1971,1646563.9363000002
Germany,1972,1653764.3034
Germany,1973,1700740.3121
Germany,1974,1688427.5392
Germany,1975,1626630.826
Germany,1976,1727039.2685
Germany,1977,1688622.7456
Germany,1978,1731177.4238
Germany,1979,1779572.0522000003
Germany,1980,1765242.6261999998
Germany,1981,1707731.8252
Germany,1982,1680163.9193
Germany,1983,1685575.7327
Germany,1984,1717448.1874
Germany,1985,1731576.7613
Germany,1986,1724373.3313
Germany,1987,1704514.4472999999
Germany,1988,1693333.3714
Germany,1989,1667773.4293
Germany,1990,9807338.9091
Germany,1991,9111806.5578
Germany,1992,8569321.7523
Germany,1993,8384450.8748
Germany,1994,8323667.6994
Germany,1995,8289465.7853
